A_pos,peak,pred
chr2L_2574,chr2L_2547,0.0324733741581
chr2L_2576,chr2L_2547,0.621085107327
chr2L_2578,chr2L_2547,0.0791528150439
chr2L_2580,chr2L_2547,0.0970062091947
chr2L_2581,chr2L_2547,0.0074421428144
chr2L_2583,chr2L_2547,0.0610612928867
chr2L_2585,chr2L_2547,0.402581602335
chr2L_2586,chr2L_2547,0.0209231153131
chr2L_690488,chr2L_690537,0.115879550576
chr2L_690493,chr2L_690537,0.0129287345335
chr2L_690495,chr2L_690537,0.774551212788
chr2L_690497,chr2L_690537,0.0176379680634
chr2L_690498,chr2L_690537,0.00907759275287
chr2L_690499,chr2L_690537,0.0288299582899
chr2L_690500,chr2L_690537,0.0151332085952
chr2L_690502,chr2L_690537,0.0199164934456
chr2L_690503,chr2L_690537,0.069849088788
chr2L_690504,chr2L_690537,0.0092112896964
chr2L_690506,chr2L_690537,0.075355283916
chr2L_690510,chr2L_690537,0.539512038231
chr2L_690511,chr2L_690537,0.696514129639
chr2L_690519,chr2L_690537,0.344463527203
chr2L_690520,chr2L_690537,0.0215613283217
chr2L_690526,chr2L_690537,0.0959072113037
chr2L_690527,chr2L_690537,0.249642342329
chr2L_690529,chr2L_690537,0.0105820903555
chr2L_690531,chr2L_690537,0.61800968647
chr2L_690532,chr2L_690537,0.101082488894
chr2L_690536,chr2L_690537,0.0273202583194
chr2L_690539,chr2L_690537,0.051248665899
chr2L_690540,chr2L_690537,0.0313761271536
chr2L_690541,chr2L_690537,0.00344572751783
chr2L_690542,chr2L_690537,0.0222937632352
chr2L_690543,chr2L_690537,0.21312199533
chr2L_690551,chr2L_690537,0.0668666362762
chr2L_690552,chr2L_690537,0.00466051092371
chr2L_690553,chr2L_690537,0.0260914172977
chr2L_690554,chr2L_690537,0.091328330338
chr2L_690555,chr2L_690537,0.302205175161
chr2L_690567,chr2L_690537,0.0128963040188
chr2L_690572,chr2L_690537,0.150204598904
chr2L_690575,chr2L_690537,0.172554984689
chr2L_690576,chr2L_690537,0.977622032166
chr2L_690577,chr2L_690537,0.0370266772807
chr2L_690579,chr2L_690537,0.0382830165327
chr2L_690580,chr2L_690537,0.00876287836581
chr2L_690581,chr2L_690537,0.0180827546865
chr2L_690585,chr2L_690537,0.0299302600324
chr2L_690587,chr2L_690537,0.405342400074
chr2L_998515,chr2L_998563,0.00978537276387
chr2L_998516,chr2L_998563,0.0114551214501
chr2L_998519,chr2L_998563,0.00560707598925
chr2L_998521,chr2L_998563,0.0173871647567
chr2L_998525,chr2L_998563,0.0252501815557
chr2L_998534,chr2L_998563,0.020914806053
chr2L_998535,chr2L_998563,0.00399886118248
chr2L_998537,chr2L_998563,0.0747309178114
chr2L_998540,chr2L_998563,0.00353212142363
chr2L_998544,chr2L_998563,0.264620661736
chr2L_998547,chr2L_998563,0.0886936038733
chr2L_998548,chr2L_998563,0.139467611909
chr2L_998552,chr2L_998563,0.125586405396
chr2L_998553,chr2L_998563,0.00590958166867
chr2L_998554,chr2L_998563,0.038785725832
chr2L_998555,chr2L_998563,0.063356384635
chr2L_998556,chr2L_998563,0.234056413174
chr2L_998557,chr2L_998563,0.183458685875
chr2L_998562,chr2L_998563,0.376786381006
chr2L_998563,chr2L_998563,0.00748042529449
chr2L_998565,chr2L_998563,0.0660008788109
chr2L_998566,chr2L_998563,0.0208097361028
chr2L_998570,chr2L_998563,0.0867199078202
chr2L_998574,chr2L_998563,0.103760071099
chr2L_998578,chr2L_998563,0.00939571391791
chr2L_998580,chr2L_998563,0.0493115633726
chr2L_998584,chr2L_998563,0.0347386710346
chr2L_998586,chr2L_998563,0.0188530609012
chr2L_998587,chr2L_998563,0.026305232197
chr2L_998588,chr2L_998563,0.0535968579352
chr2L_998591,chr2L_998563,0.0862742587924
chr2L_998594,chr2L_998563,0.00382753345184
chr2L_998597,chr2L_998563,0.00737303961068
chr2L_998604,chr2L_998563,0.0237792544067
chr2L_998605,chr2L_998563,0.00838796235621
chr2L_998606,chr2L_998563,0.00879956874996
chr2L_998607,chr2L_998563,0.0103571536019
chr2L_998609,chr2L_998563,0.177917033434
chr2L_998610,chr2L_998563,0.0376977398992
chr2L_998613,chr2L_998563,0.0338851287961
chr2L_1301922,chr2L_1301970,0.0133506124839
chr2L_1301923,chr2L_1301970,0.177385941148
chr2L_1301927,chr2L_1301970,0.207111358643
chr2L_1301928,chr2L_1301970,0.953284084797
chr2L_1301936,chr2L_1301970,0.577684044838
chr2L_1301937,chr2L_1301970,0.0198208969086
chr2L_1301940,chr2L_1301970,0.0902454033494
chr2L_1301941,chr2L_1301970,0.0593940876424
chr2L_1301943,chr2L_1301970,0.0999606475234
chr2L_1301944,chr2L_1301970,0.0182488504797
chr2L_1301946,chr2L_1301970,0.0655452609062
chr2L_1301950,chr2L_1301970,0.448091894388
chr2L_1301955,chr2L_1301970,0.045143969357
chr2L_1301956,chr2L_1301970,0.0190445184708
chr2L_1301958,chr2L_1301970,0.142544806004
chr2L_1301964,chr2L_1301970,0.222805470228
chr2L_1301970,chr2L_1301970,0.0115822199732
chr2L_1301971,chr2L_1301970,0.0154040660709
chr2L_1301972,chr2L_1301970,0.0264801140875
chr2L_1301975,chr2L_1301970,0.0371567569673
chr2L_1301976,chr2L_1301970,0.0091893253848
chr2L_1301978,chr2L_1301970,0.00863768719137
chr2L_1301982,chr2L_1301970,0.00436146045104
chr2L_1301991,chr2L_1301970,0.0466426163912
chr2L_1301994,chr2L_1301970,0.00200614496134
chr2L_1301996,chr2L_1301970,0.0152399465442
chr2L_1301997,chr2L_1301970,0.00927748065442
chr2L_1301998,chr2L_1301970,0.0190729480237
chr2L_1302007,chr2L_1301970,0.0205727536231
chr2L_2106599,chr2L_2106648,0.241479173303
chr2L_2106606,chr2L_2106648,0.0411735512316
chr2L_2106608,chr2L_2106648,0.0368775688112
chr2L_2106609,chr2L_2106648,0.0176741685718
chr2L_2106611,chr2L_2106648,0.0305568948388
chr2L_2106616,chr2L_2106648,0.00660283863544
chr2L_2106619,chr2L_2106648,0.0249883625656
chr2L_2106620,chr2L_2106648,0.00247397832572
chr2L_2106622,chr2L_2106648,0.0101556414738
chr2L_2106625,chr2L_2106648,0.00180890446063
chr2L_2106626,chr2L_2106648,0.212743386626
chr2L_2106627,chr2L_2106648,0.0923445671797
chr2L_2106637,chr2L_2106648,0.00415235385299
chr2L_2106639,chr2L_2106648,0.0311961434782
chr2L_2106643,chr2L_2106648,0.044470705092
chr2L_2106647,chr2L_2106648,0.12912927568
chr2L_2106650,chr2L_2106648,0.00770308589563
chr2L_2106652,chr2L_2106648,0.00550322653726
chr2L_2106653,chr2L_2106648,0.00883177202195
chr2L_2106656,chr2L_2106648,0.0127906035632
chr2L_2106657,chr2L_2106648,0.00615349086002
chr2L_2106659,chr2L_2106648,0.026011871174
chr2L_2106660,chr2L_2106648,0.00416117534041
chr2L_2106668,chr2L_2106648,0.422577321529
chr2L_2106672,chr2L_2106648,0.0880204439163
chr2L_2106676,chr2L_2106648,0.817812144756
chr2L_2106681,chr2L_2106648,0.0242710374296
chr2L_2106682,chr2L_2106648,0.681372702122
chr2L_2106683,chr2L_2106648,0.0330671444535
chr2L_2106686,chr2L_2106648,0.00461707636714
chr2L_2106687,chr2L_2106648,0.0376201830804
chr2L_2106691,chr2L_2106648,0.0241737402976
chr2L_2113898,chr2L_2113946,0.981621682644
chr2L_2113900,chr2L_2113946,0.363636612892
chr2L_2113903,chr2L_2113946,0.0192549768835
chr2L_2113904,chr2L_2113946,0.158806979656
chr2L_2113905,chr2L_2113946,0.0108886016533
chr2L_2113908,chr2L_2113946,0.113787062466
chr2L_2113909,chr2L_2113946,0.0130213964731
chr2L_2113911,chr2L_2113946,0.0348072350025
chr2L_2113914,chr2L_2113946,0.00663090357557
chr2L_2113918,chr2L_2113946,0.0564827919006
chr2L_2113919,chr2L_2113946,0.0151680428535
chr2L_2113926,chr2L_2113946,0.772605717182
chr2L_2113927,chr2L_2113946,0.00958298612386
chr2L_2113930,chr2L_2113946,0.00554623408243
chr2L_2113932,chr2L_2113946,0.0461965687573
chr2L_2113935,chr2L_2113946,0.0110841030255
chr2L_2113937,chr2L_2113946,0.372360914946
chr2L_2113942,chr2L_2113946,0.0268870405853
chr2L_2113944,chr2L_2113946,0.102076165378
chr2L_2113956,chr2L_2113946,0.0334668979049
chr2L_2113958,chr2L_2113946,0.0382194630802
chr2L_2113960,chr2L_2113946,0.334862440825
chr2L_2113968,chr2L_2113946,0.270751267672
chr2L_2113971,chr2L_2113946,0.0242114383727
chr2L_2113974,chr2L_2113946,0.0110450489447
chr2L_2113975,chr2L_2113946,0.231293439865
chr2L_2113976,chr2L_2113946,0.036420583725
chr2L_2113981,chr2L_2113946,0.0575007759035
chr2L_2113982,chr2L_2113946,0.00581652019173
chr2L_2113992,chr2L_2113946,0.979824781418
chr2L_5833197,chr2L_5833245,0.727335870266
chr2L_5833198,chr2L_5833245,0.506888449192
chr2L_5833199,chr2L_5833245,0.0645538195968
chr2L_5833201,chr2L_5833245,0.122134812176
chr2L_5833202,chr2L_5833245,0.0772240683436
chr2L_5833203,chr2L_5833245,0.00999182555825
chr2L_5833204,chr2L_5833245,0.0479547046125
chr2L_5833205,chr2L_5833245,0.0855488926172
chr2L_5833208,chr2L_5833245,0.163528561592
chr2L_5833209,chr2L_5833245,0.105990417302
chr2L_5833210,chr2L_5833245,0.0242996234447
chr2L_5833211,chr2L_5833245,0.0767767354846
chr2L_5833212,chr2L_5833245,0.157623633742
chr2L_5833213,chr2L_5833245,0.128814935684
chr2L_5833215,chr2L_5833245,0.839105248451
chr2L_5833221,chr2L_5833245,0.0393145643175
chr2L_5833222,chr2L_5833245,0.0103516755626
chr2L_5833225,chr2L_5833245,0.00889509171247
chr2L_5833227,chr2L_5833245,0.0800518319011
chr2L_5833235,chr2L_5833245,0.0167488269508
chr2L_5833237,chr2L_5833245,0.36456745863
chr2L_5833241,chr2L_5833245,0.0336718708277
chr2L_5833242,chr2L_5833245,0.0359710156918
chr2L_5833244,chr2L_5833245,0.0149267874658
chr2L_5833245,chr2L_5833245,0.117408402264
chr2L_5833246,chr2L_5833245,0.0110971564427
chr2L_5833248,chr2L_5833245,0.00921981409192
chr2L_5833249,chr2L_5833245,0.0486434027553
chr2L_5833250,chr2L_5833245,0.0212415028363
chr2L_5833254,chr2L_5833245,0.0300604104996
chr2L_5833256,chr2L_5833245,0.267221003771
chr2L_5833259,chr2L_5833245,0.00743546383455
chr2L_5833264,chr2L_5833245,0.036926869303
chr2L_5833269,chr2L_5833245,0.599075973034
chr2L_5833272,chr2L_5833245,0.0229943227023
chr2L_5833275,chr2L_5833245,0.122024178505
chr2L_5833276,chr2L_5833245,0.00524049438536
chr2L_5833280,chr2L_5833245,0.15418946743
chr2L_5833285,chr2L_5833245,0.00981984008104
chr2L_5833286,chr2L_5833245,0.00299065420404
chr2L_5833294,chr2L_5833245,0.0110801933333
chr2L_6430069,chr2L_6430111,0.0439142659307
chr2L_6430074,chr2L_6430111,0.0856572464108
chr2L_6430075,chr2L_6430111,0.0432608574629
chr2L_6430078,chr2L_6430111,0.00445482693613
chr2L_6430079,chr2L_6430111,0.0576240345836
chr2L_6430080,chr2L_6430111,0.00291449436918
chr2L_6430083,chr2L_6430111,0.0246526822448
chr2L_6430086,chr2L_6430111,0.00329135661013
chr2L_6430087,chr2L_6430111,0.121947050095
chr2L_6430098,chr2L_6430111,0.0311639234424
chr2L_6430100,chr2L_6430111,0.0183927807957
chr2L_6430102,chr2L_6430111,0.300730526447
chr2L_6430105,chr2L_6430111,0.00546406349167
chr2L_6430110,chr2L_6430111,0.310857445002
chr2L_6430111,chr2L_6430111,0.00382521236315
chr2L_6430113,chr2L_6430111,0.0152533762157
chr2L_6430120,chr2L_6430111,0.0183399021626
chr2L_6430125,chr2L_6430111,0.0504739359021
chr2L_6430126,chr2L_6430111,0.00233412301168
chr2L_6430128,chr2L_6430111,0.111732214689
chr2L_6430134,chr2L_6430111,0.020956940949
chr2L_6430141,chr2L_6430111,0.109391473234
chr2L_6430143,chr2L_6430111,0.0745671913028
chr2L_6430146,chr2L_6430111,0.509995818138
chr2L_6430147,chr2L_6430111,0.0856390595436
chr2L_6430159,chr2L_6430111,0.236540868878
chr2L_6434414,chr2L_6434464,0.738681674004
chr2L_6434420,chr2L_6434464,0.0669230371714
chr2L_6434421,chr2L_6434464,0.0784994065762
chr2L_6434422,chr2L_6434464,0.284132152796
chr2L_6434427,chr2L_6434464,0.0925783962011
chr2L_6434428,chr2L_6434464,0.00662731425837
chr2L_6434429,chr2L_6434464,0.0305921733379
chr2L_6434430,chr2L_6434464,0.0376136414707
chr2L_6434431,chr2L_6434464,0.215581297874
chr2L_6434432,chr2L_6434464,0.132589071989
chr2L_6434435,chr2L_6434464,0.402792811394
chr2L_6434437,chr2L_6434464,0.309611231089
chr2L_6434438,chr2L_6434464,0.116574525833
chr2L_6434442,chr2L_6434464,0.291014969349
chr2L_6434443,chr2L_6434464,0.0348625890911
chr2L_6434446,chr2L_6434464,0.176775127649
chr2L_6434447,chr2L_6434464,0.356325507164
chr2L_6434452,chr2L_6434464,0.00885090604424
chr2L_6434454,chr2L_6434464,0.00789612997323
chr2L_6434455,chr2L_6434464,0.0120027353987
chr2L_6434456,chr2L_6434464,0.00439263088629
chr2L_6434458,chr2L_6434464,0.0363577976823
chr2L_6434464,chr2L_6434464,0.0697872638702
chr2L_6434467,chr2L_6434464,0.0141359250993
chr2L_6434469,chr2L_6434464,0.0264413598925
chr2L_6434470,chr2L_6434464,0.0434096977115
chr2L_6434475,chr2L_6434464,0.0106754964218
chr2L_6434476,chr2L_6434464,0.0117426030338
chr2L_6434483,chr2L_6434464,0.110893942416
chr2L_6434488,chr2L_6434464,0.368783265352
chr2L_6434491,chr2L_6434464,0.00122852204368
chr2L_6434493,chr2L_6434464,0.321951448917
chr2L_6434494,chr2L_6434464,0.0163221042603
chr2L_6434500,chr2L_6434464,0.0116901500151
chr2L_6434501,chr2L_6434464,0.43158993125
chr2L_6434503,chr2L_6434464,0.0365202501416
chr2L_6434504,chr2L_6434464,0.00415305560455
chr2L_6434506,chr2L_6434464,0.42358520627
chr2L_6434507,chr2L_6434464,0.0492321327329
chr2L_6434510,chr2L_6434464,0.131796509027
chr2L_6434513,chr2L_6434464,0.0943605154753
chr2L_6434514,chr2L_6434464,0.167663410306
chr2L_6439049,chr2L_6439094,0.0796395763755
chr2L_6439050,chr2L_6439094,0.083232305944
chr2L_6439051,chr2L_6439094,0.0994733721018
chr2L_6439057,chr2L_6439094,0.0312966629863
chr2L_6439058,chr2L_6439094,0.0416591055691
chr2L_6439066,chr2L_6439094,0.30482134223
chr2L_6439067,chr2L_6439094,0.0108023826033
chr2L_6439069,chr2L_6439094,0.182212054729
chr2L_6439070,chr2L_6439094,0.0537748672068
chr2L_6439072,chr2L_6439094,0.0447120629251
chr2L_6439081,chr2L_6439094,0.0623911507428
chr2L_6439082,chr2L_6439094,0.0389947555959
chr2L_6439084,chr2L_6439094,0.0261025093496
chr2L_6439093,chr2L_6439094,0.00694163236767
chr2L_6439094,chr2L_6439094,0.291098773479
chr2L_6439099,chr2L_6439094,0.0839754864573
chr2L_6439108,chr2L_6439094,0.00494393100962
chr2L_6439109,chr2L_6439094,0.00317746819928
chr2L_6439112,chr2L_6439094,0.00589011609554
chr2L_6439114,chr2L_6439094,0.0687017440796
chr2L_6439115,chr2L_6439094,0.00569168711081
chr2L_6439118,chr2L_6439094,0.010223432444
chr2L_6439128,chr2L_6439094,0.0904057323933
chr2L_6439137,chr2L_6439094,0.0207400675863
chr2L_6439138,chr2L_6439094,0.163337528706
chr2L_6439139,chr2L_6439094,0.0350693315268
chr2L_6439143,chr2L_6439094,0.187760993838
chr2L_6439144,chr2L_6439094,0.0158310774714
chr2L_7346416,chr2L_7346462,0.497948050499
chr2L_7346417,chr2L_7346462,0.0109753375873
chr2L_7346419,chr2L_7346462,0.035744741559
chr2L_7346420,chr2L_7346462,0.014352934435
chr2L_7346421,chr2L_7346462,0.119289316237
chr2L_7346425,chr2L_7346462,0.0781105682254
chr2L_7346432,chr2L_7346462,0.92674946785
chr2L_7346433,chr2L_7346462,0.101000115275
chr2L_7346435,chr2L_7346462,0.215061455965
chr2L_7346444,chr2L_7346462,0.0796395763755
chr2L_7346445,chr2L_7346462,0.083232305944
chr2L_7346446,chr2L_7346462,0.0994733721018
chr2L_7346452,chr2L_7346462,0.0312966629863
chr2L_7346453,chr2L_7346462,0.0416591055691
chr2L_7346461,chr2L_7346462,0.30482134223
chr2L_7346462,chr2L_7346462,0.0108023826033
chr2L_7346464,chr2L_7346462,0.182212054729
chr2L_7346465,chr2L_7346462,0.0537748672068
chr2L_7346467,chr2L_7346462,0.0447120629251
chr2L_7346476,chr2L_7346462,0.0623911507428
chr2L_7346477,chr2L_7346462,0.0389947555959
chr2L_7346479,chr2L_7346462,0.0261025093496
chr2L_7346488,chr2L_7346462,0.00694163236767
chr2L_7346489,chr2L_7346462,0.291098773479
chr2L_7346494,chr2L_7346462,0.0839754864573
chr2L_7346503,chr2L_7346462,0.00494393100962
chr2L_7346504,chr2L_7346462,0.00317746819928
chr2L_7346507,chr2L_7346462,0.00589011609554
chr2L_7346509,chr2L_7346462,0.0687017440796
chr2L_7346510,chr2L_7346462,0.00569168711081
chr2L_7977376,chr2L_7977422,0.0060807839036
chr2L_7977379,chr2L_7977422,0.028825737536
chr2L_7977385,chr2L_7977422,0.0125389136374
chr2L_7977386,chr2L_7977422,0.163521021605
chr2L_7977388,chr2L_7977422,0.0295673664659
chr2L_7977391,chr2L_7977422,0.304652005434
chr2L_7977395,chr2L_7977422,0.182223170996
chr2L_7977400,chr2L_7977422,0.0111860716715
chr2L_7977401,chr2L_7977422,0.00410409411415
chr2L_7977402,chr2L_7977422,0.0644675344229
chr2L_7977406,chr2L_7977422,0.106229923666
chr2L_7977407,chr2L_7977422,0.064534701407
chr2L_7977408,chr2L_7977422,0.0431586429477
chr2L_7977411,chr2L_7977422,0.0499610118568
chr2L_7977412,chr2L_7977422,0.0190507136285
chr2L_7977413,chr2L_7977422,0.00576546182856
chr2L_7977414,chr2L_7977422,0.0255512949079
chr2L_7977415,chr2L_7977422,0.0395318455994
chr2L_7977418,chr2L_7977422,0.132251098752
chr2L_7977420,chr2L_7977422,0.0514578334987
chr2L_7977421,chr2L_7977422,0.0131326746196
chr2L_7977426,chr2L_7977422,0.0175099093467
chr2L_7977431,chr2L_7977422,0.00858540460467
chr2L_7977440,chr2L_7977422,0.00762926461175
chr2L_7977445,chr2L_7977422,0.0361523702741
chr2L_7977448,chr2L_7977422,0.0100855110213
chr2L_7977454,chr2L_7977422,0.00884735956788
chr2L_7977456,chr2L_7977422,0.0233645066619
chr2L_7977457,chr2L_7977422,0.0368411242962
chr2L_7977458,chr2L_7977422,0.0672430843115
chr2L_7977460,chr2L_7977422,0.0604470819235
chr2L_7977463,chr2L_7977422,0.0391290672123
chr2L_7977469,chr2L_7977422,0.0293385647237
chr2L_7977471,chr2L_7977422,0.0404342971742
chr2L_7977472,chr2L_7977422,0.0121898027137
chr2L_7980454,chr2L_7980502,0.0140028372407
chr2L_7980461,chr2L_7980502,0.258377999067
chr2L_7980462,chr2L_7980502,0.0914125517011
chr2L_7980463,chr2L_7980502,0.0410213805735
chr2L_7980466,chr2L_7980502,0.973757147789
chr2L_7980467,chr2L_7980502,0.797645330429
chr2L_7980471,chr2L_7980502,0.0850165560842
chr2L_7980472,chr2L_7980502,0.02866432257
chr2L_7980479,chr2L_7980502,0.653488457203
chr2L_7980480,chr2L_7980502,0.00247145071626
chr2L_7980482,chr2L_7980502,0.256437987089
chr2L_7980483,chr2L_7980502,0.0715137124062
chr2L_7980485,chr2L_7980502,0.0826270133257
chr2L_7980492,chr2L_7980502,0.0152144990861
chr2L_7980493,chr2L_7980502,0.203765645623
chr2L_7980494,chr2L_7980502,0.0132688991725
chr2L_7980496,chr2L_7980502,0.184895500541
chr2L_7980497,chr2L_7980502,0.381306111813
chr2L_7980503,chr2L_7980502,0.096500992775
chr2L_7980504,chr2L_7980502,0.0466279275715
chr2L_7980514,chr2L_7980502,0.129914015532
chr2L_7980526,chr2L_7980502,0.252717673779
chr2L_7980534,chr2L_7980502,0.0257008261979
chr2L_7980537,chr2L_7980502,0.0101207960397
chr2L_7980538,chr2L_7980502,0.0841262862086
chr2L_8456483,chr2L_8456533,0.01487610396
chr2L_8456485,chr2L_8456533,0.00398182915524
chr2L_8456496,chr2L_8456533,0.03238036111
chr2L_8456497,chr2L_8456533,0.000733217806555
chr2L_8456499,chr2L_8456533,0.0399564579129
chr2L_8456500,chr2L_8456533,0.0283219739795
chr2L_8456503,chr2L_8456533,0.0148137817159
chr2L_8456508,chr2L_8456533,0.0109041072428
chr2L_8456511,chr2L_8456533,0.00640759337693
chr2L_8456512,chr2L_8456533,0.0139462389052
chr2L_8456518,chr2L_8456533,0.0214476864785
chr2L_8456521,chr2L_8456533,0.00465721590444
chr2L_8456522,chr2L_8456533,0.0174189731479
chr2L_8456523,chr2L_8456533,0.00207821466029
chr2L_8456525,chr2L_8456533,0.0129004437476
chr2L_8456527,chr2L_8456533,0.0814988017082
chr2L_8456529,chr2L_8456533,0.710580229759
chr2L_8456533,chr2L_8456533,0.0980111733079
chr2L_8456538,chr2L_8456533,0.100935742259
chr2L_8456541,chr2L_8456533,0.0173360779881
chr2L_8456545,chr2L_8456533,0.0477308891714
chr2L_8456551,chr2L_8456533,0.0964977219701
chr2L_8456554,chr2L_8456533,0.0825378000736
chr2L_8456555,chr2L_8456533,0.169815316796
chr2L_8456559,chr2L_8456533,0.620519638062
chr2L_8456569,chr2L_8456533,0.0167448595166
chr2L_8456572,chr2L_8456533,0.00758047262207
chr2L_8456576,chr2L_8456533,0.00751529214904
chr2L_8456577,chr2L_8456533,0.0017529031029
chr2L_8456580,chr2L_8456533,0.00453467201442
chr2L_8458456,chr2L_8458504,0.0117355491966
chr2L_8458457,chr2L_8458504,0.0053036226891
chr2L_8458458,chr2L_8458504,0.0967224389315
chr2L_8458459,chr2L_8458504,0.0139864003286
chr2L_8458461,chr2L_8458504,0.40845811367
chr2L_8458462,chr2L_8458504,0.0597601793706
chr2L_8458477,chr2L_8458504,0.986100614071
chr2L_8458481,chr2L_8458504,0.13823273778
chr2L_8458482,chr2L_8458504,0.43386220932
chr2L_8458489,chr2L_8458504,0.0752493366599
chr2L_8458491,chr2L_8458504,0.0136779965833
chr2L_8458492,chr2L_8458504,0.0771570727229
chr2L_8458493,chr2L_8458504,0.182629168034
chr2L_8458501,chr2L_8458504,0.0491394773126
chr2L_8458506,chr2L_8458504,0.0283448006958
chr2L_8458507,chr2L_8458504,0.00881800800562
chr2L_8458511,chr2L_8458504,0.156874075532
chr2L_8458515,chr2L_8458504,0.162947311997
chr2L_8458520,chr2L_8458504,0.00185626291204
chr2L_8458525,chr2L_8458504,0.00534803280607
chr2L_8458526,chr2L_8458504,0.00375270098448
chr2L_8458527,chr2L_8458504,0.0134205427021
chr2L_8458534,chr2L_8458504,0.00306038768031
chr2L_8458536,chr2L_8458504,0.00871100556105
chr2L_8458539,chr2L_8458504,0.0104795638472
chr2L_8458549,chr2L_8458504,0.0540176853538
chr2L_8458551,chr2L_8458504,0.0424701534212
chr2L_8458552,chr2L_8458504,0.00196004612371
chr2L_8458553,chr2L_8458504,0.113234333694
chr2L_8458554,chr2L_8458504,0.0135222477838
chr2L_8459074,chr2L_8459121,0.0338088162243
chr2L_8459084,chr2L_8459121,0.0886158272624
chr2L_8459091,chr2L_8459121,0.0164187960327
chr2L_8459093,chr2L_8459121,0.103526569903
chr2L_8459100,chr2L_8459121,0.00392524478957
chr2L_8459106,chr2L_8459121,0.0074862302281
chr2L_8459109,chr2L_8459121,0.0325390771031
chr2L_8459110,chr2L_8459121,0.0297277271748
chr2L_8459112,chr2L_8459121,0.0367961265147
chr2L_8459118,chr2L_8459121,0.0170467626303
chr2L_8459120,chr2L_8459121,0.26008990407
chr2L_8459121,chr2L_8459121,0.00158102274872
chr2L_8459123,chr2L_8459121,0.0180888604373
chr2L_8459124,chr2L_8459121,0.0111797498539
chr2L_8459126,chr2L_8459121,0.00622678175569
chr2L_8459127,chr2L_8459121,0.0140409003943
chr2L_8459128,chr2L_8459121,0.0410119071603
chr2L_8459130,chr2L_8459121,0.0253079403192
chr2L_8459132,chr2L_8459121,0.0279627814889
chr2L_8459133,chr2L_8459121,0.00832456815988
chr2L_8459137,chr2L_8459121,0.54196190834
chr2L_8459138,chr2L_8459121,0.00696386490017
chr2L_8459140,chr2L_8459121,0.0532779172063
chr2L_8459145,chr2L_8459121,0.183734387159
chr2L_8459146,chr2L_8459121,0.00745700066909
chr2L_8459147,chr2L_8459121,0.00110200315248
chr2L_8459149,chr2L_8459121,0.141469940543
chr2L_8459156,chr2L_8459121,0.366810560226
chr2L_8459157,chr2L_8459121,0.0967590808868
