A_pos,peak,pred
chr2L_998527,chr2L_998563,0.00384159875102
chr2L_998528,chr2L_998563,0.454167157412
chr2L_998530,chr2L_998563,0.00970134977251
chr2L_998536,chr2L_998563,0.0759046599269
chr2L_998538,chr2L_998563,0.0050656767562
chr2L_998539,chr2L_998563,0.0759862810373
chr2L_998550,chr2L_998563,0.0141115561128
chr2L_998551,chr2L_998563,0.0247803963721
chr2L_998568,chr2L_998563,0.0294588301331
chr2L_998569,chr2L_998563,0.0475024282932
chr2L_998572,chr2L_998563,0.17586517334
chr2L_998573,chr2L_998563,0.0249952543527
chr2L_998576,chr2L_998563,0.0277110021561
chr2L_998581,chr2L_998563,0.0332529768348
chr2L_998592,chr2L_998563,0.00443911459297
chr2L_998593,chr2L_998563,0.0187840890139
chr2L_998596,chr2L_998563,0.0222725067288
chr2L_998598,chr2L_998563,0.00952052511275
chr2L_998599,chr2L_998563,0.00744558498263
chr2L_998600,chr2L_998563,0.00726208323613
chr2L_998602,chr2L_998563,0.0031751235947
chr2L_998603,chr2L_998563,0.00788724515587
chr2L_998608,chr2L_998563,0.293475300074
chr2L_998612,chr2L_998563,0.0176520925015
chr2L_1301925,chr2L_1301970,0.0530700087547
chr2L_1301938,chr2L_1301970,0.0429549254477
chr2L_1301942,chr2L_1301970,0.00275009660982
chr2L_1301945,chr2L_1301970,0.00368194794282
chr2L_1301948,chr2L_1301970,0.0181422531605
chr2L_1301951,chr2L_1301970,0.0104878442362
chr2L_1301963,chr2L_1301970,0.305548995733
chr2L_1301965,chr2L_1301970,0.121792934835
chr2L_1301969,chr2L_1301970,0.0280421487987
chr2L_1301974,chr2L_1301970,0.00191915535834
chr2L_1301979,chr2L_1301970,0.0151962339878
chr2L_1301980,chr2L_1301970,0.00327734067105
chr2L_1301981,chr2L_1301970,0.00186053151265
chr2L_1301983,chr2L_1301970,0.00302737159654
chr2L_1301984,chr2L_1301970,0.00275113643147
chr2L_1301986,chr2L_1301970,0.0175343304873
chr2L_1301987,chr2L_1301970,0.0464581362903
chr2L_1301989,chr2L_1301970,0.0776032954454
chr2L_1301990,chr2L_1301970,0.0343283265829
chr2L_1301993,chr2L_1301970,0.0235854424536
chr2L_1301999,chr2L_1301970,0.0124229192734
chr2L_1302000,chr2L_1301970,0.416413098574
chr2L_1302005,chr2L_1301970,0.0361065380275
chr2L_1302006,chr2L_1301970,0.172862797976
chr2L_1302009,chr2L_1301970,0.0450591109693
chr2L_1302015,chr2L_1301970,0.105574287474
chr2L_1302018,chr2L_1301970,0.0291320923716
chr2L_1302019,chr2L_1301970,0.389137476683
chr2L_2106602,chr2L_2106648,0.00682419072837
chr2L_2106604,chr2L_2106648,0.0538265183568
chr2L_2106613,chr2L_2106648,0.0997926071286
chr2L_2106614,chr2L_2106648,0.0602237097919
chr2L_2106615,chr2L_2106648,0.0272925235331
chr2L_2106617,chr2L_2106648,0.00245975214057
chr2L_2106618,chr2L_2106648,0.00975577253848
chr2L_2106629,chr2L_2106648,0.00834258832037
chr2L_2106631,chr2L_2106648,0.202661663294
chr2L_2106635,chr2L_2106648,0.0146546112373
chr2L_2106638,chr2L_2106648,0.0815870389342
chr2L_2106641,chr2L_2106648,0.0814336836338
chr2L_2106642,chr2L_2106648,0.0281679704785
chr2L_2106645,chr2L_2106648,0.0217888355255
chr2L_2106646,chr2L_2106648,0.189623177052
chr2L_2106654,chr2L_2106648,0.00281680584885
chr2L_2106655,chr2L_2106648,0.044261764735
chr2L_2106662,chr2L_2106648,0.0264631938189
chr2L_2106663,chr2L_2106648,0.0962143689394
chr2L_2106664,chr2L_2106648,0.00456895632669
chr2L_2106671,chr2L_2106648,0.124718211591
chr2L_2106673,chr2L_2106648,0.0544641055167
chr2L_2106679,chr2L_2106648,0.00556194642559
chr2L_2106684,chr2L_2106648,0.00500770565122
chr2L_2106689,chr2L_2106648,0.0710372254252
chr2L_2106690,chr2L_2106648,0.00944997370243
chr2L_2106693,chr2L_2106648,0.0588221028447
chr2L_2106694,chr2L_2106648,0.483460366726
chr2L_2113901,chr2L_2113946,0.00123089342378
chr2L_2113902,chr2L_2113946,0.0108404383063
chr2L_2113910,chr2L_2113946,0.0766359046102
chr2L_2113912,chr2L_2113946,0.0192809998989
chr2L_2113916,chr2L_2113946,0.0106309587136
chr2L_2113917,chr2L_2113946,0.00789689552039
chr2L_2113920,chr2L_2113946,0.0138579066843
chr2L_2113921,chr2L_2113946,0.131131604314
chr2L_2113929,chr2L_2113946,0.0879746899009
chr2L_2113938,chr2L_2113946,0.130762547255
chr2L_2113939,chr2L_2113946,0.157735422254
chr2L_2113940,chr2L_2113946,0.0724945068359
chr2L_2113953,chr2L_2113946,0.0597738474607
chr2L_2113954,chr2L_2113946,0.031717877835
chr2L_2113955,chr2L_2113946,0.0924244150519
chr2L_2113962,chr2L_2113946,0.0382097512484
chr2L_2113964,chr2L_2113946,0.0100183179602
chr2L_2113970,chr2L_2113946,0.0333522558212
chr2L_2113972,chr2L_2113946,0.00974476058036
chr2L_2113977,chr2L_2113946,0.013810236007
chr2L_2113984,chr2L_2113946,0.0938387736678
chr2L_2113987,chr2L_2113946,0.441310495138
chr2L_2113995,chr2L_2113946,0.326665103436
chr2L_2113996,chr2L_2113946,0.382746934891
chr2L_5833196,chr2L_5833245,0.0352981314063
chr2L_5833206,chr2L_5833245,0.0395129993558
chr2L_5833218,chr2L_5833245,0.0553634427488
chr2L_5833220,chr2L_5833245,0.0872280225158
chr2L_5833224,chr2L_5833245,0.632146954536
chr2L_5833228,chr2L_5833245,0.00902206543833
chr2L_5833229,chr2L_5833245,0.125892087817
chr2L_5833232,chr2L_5833245,0.145709112287
chr2L_5833236,chr2L_5833245,0.313603788614
chr2L_5833252,chr2L_5833245,0.00199130293913
chr2L_5833253,chr2L_5833245,0.0485079959035
chr2L_5833260,chr2L_5833245,0.0127108851448
chr2L_5833261,chr2L_5833245,0.949369072914
chr2L_5833266,chr2L_5833245,0.296640872955
chr2L_5833268,chr2L_5833245,0.0135186482221
chr2L_5833278,chr2L_5833245,0.0172548461705
chr2L_5833279,chr2L_5833245,0.0804970115423
chr2L_5833283,chr2L_5833245,0.0272147543728
chr2L_5833284,chr2L_5833245,0.00312491971999
chr2L_5833288,chr2L_5833245,0.0460593923926
chr2L_5833290,chr2L_5833245,0.00670190388337
chr2L_5833292,chr2L_5833245,0.00558050209656
chr2L_5833293,chr2L_5833245,0.0369181372225
chr2L_6430061,chr2L_6430111,0.0220650527626
chr2L_6430062,chr2L_6430111,0.00819147005677
chr2L_6430063,chr2L_6430111,0.0158670973033
chr2L_6430073,chr2L_6430111,0.131429865956
chr2L_6430077,chr2L_6430111,0.0115865059197
chr2L_6430081,chr2L_6430111,0.0176797900349
chr2L_6430082,chr2L_6430111,0.00437424052507
chr2L_6430085,chr2L_6430111,0.014189157635
chr2L_6430090,chr2L_6430111,0.00908863544464
chr2L_6430093,chr2L_6430111,0.0618567802012
chr2L_6430095,chr2L_6430111,0.0131784668192
chr2L_6430099,chr2L_6430111,0.984566628933
chr2L_6430101,chr2L_6430111,0.0725704953074
chr2L_6430103,chr2L_6430111,0.0093859070912
chr2L_6430107,chr2L_6430111,0.0379768460989
chr2L_6430109,chr2L_6430111,0.00774659216404
chr2L_6430116,chr2L_6430111,0.00625156844035
chr2L_6430117,chr2L_6430111,0.121673628688
chr2L_6430118,chr2L_6430111,0.00354175292887
chr2L_6430119,chr2L_6430111,0.101352311671
chr2L_6430123,chr2L_6430111,0.294776111841
chr2L_6430127,chr2L_6430111,0.44242438674
chr2L_6430129,chr2L_6430111,0.0242751035839
chr2L_6430130,chr2L_6430111,0.0358577445149
chr2L_6430131,chr2L_6430111,0.00184244010597
chr2L_6430132,chr2L_6430111,0.0634695515037
chr2L_6430133,chr2L_6430111,0.169660910964
chr2L_6430135,chr2L_6430111,0.0796877145767
chr2L_6430137,chr2L_6430111,0.100023902953
chr2L_6430152,chr2L_6430111,0.169460847974
chr2L_6430153,chr2L_6430111,0.327052384615
chr2L_6430154,chr2L_6430111,0.00831845309585
chr2L_6430155,chr2L_6430111,0.00225316220894
chr2L_6430156,chr2L_6430111,0.0450172349811
chr2L_6430157,chr2L_6430111,0.226294115186
chr2L_6430161,chr2L_6430111,0.0289201065898
chr2L_6434417,chr2L_6434464,0.0500678345561
chr2L_6434418,chr2L_6434464,0.0884148031473
chr2L_6434419,chr2L_6434464,0.0152712771669
chr2L_6434426,chr2L_6434464,0.109085522592
chr2L_6434434,chr2L_6434464,0.591260433197
chr2L_6434441,chr2L_6434464,0.0372192785144
chr2L_6434450,chr2L_6434464,0.0338265448809
chr2L_6434453,chr2L_6434464,0.00841692835093
chr2L_6434459,chr2L_6434464,0.0311940424144
chr2L_6434460,chr2L_6434464,0.00554689951241
chr2L_6434461,chr2L_6434464,0.175142630935
chr2L_6434473,chr2L_6434464,0.108476743102
chr2L_6434474,chr2L_6434464,0.285872459412
chr2L_6434477,chr2L_6434464,0.04782114923
chr2L_6434478,chr2L_6434464,0.053415838629
chr2L_6434479,chr2L_6434464,0.00279973400757
chr2L_6434480,chr2L_6434464,0.0175834205002
chr2L_6434481,chr2L_6434464,0.0368095636368
chr2L_6434482,chr2L_6434464,0.122874200344
chr2L_6434485,chr2L_6434464,0.999725401402
chr2L_6434495,chr2L_6434464,0.0217597540468
chr2L_6434496,chr2L_6434464,0.0144336000085
chr2L_6434497,chr2L_6434464,0.0152929993346
chr2L_6434498,chr2L_6434464,0.0429036580026
chr2L_6439044,chr2L_6439094,0.32685136795
chr2L_6439045,chr2L_6439094,0.245034128428
chr2L_6439046,chr2L_6439094,0.0236725378782
chr2L_6439047,chr2L_6439094,0.0158268418163
chr2L_6439048,chr2L_6439094,0.0278506334871
chr2L_6439052,chr2L_6439094,0.745644927025
chr2L_6439054,chr2L_6439094,0.0187825672328
chr2L_6439055,chr2L_6439094,0.0528035052121
chr2L_6439056,chr2L_6439094,0.0694332793355
chr2L_6439060,chr2L_6439094,0.996425926685
chr2L_6439061,chr2L_6439094,0.130066677928
chr2L_6439064,chr2L_6439094,0.200961247087
chr2L_6439065,chr2L_6439094,0.394326090813
chr2L_6439068,chr2L_6439094,0.0526099950075
chr2L_6439076,chr2L_6439094,0.146307334304
chr2L_6439077,chr2L_6439094,0.0469039045274
chr2L_6439078,chr2L_6439094,0.0122916540131
chr2L_6439079,chr2L_6439094,0.0178401656449
chr2L_6439083,chr2L_6439094,0.0324284173548
chr2L_6439086,chr2L_6439094,0.285847455263
chr2L_6439087,chr2L_6439094,0.964514493942
chr2L_6439091,chr2L_6439094,0.0102670323104
chr2L_6439097,chr2L_6439094,0.0750595927238
chr2L_6439101,chr2L_6439094,0.0017315823352
chr2L_6439102,chr2L_6439094,0.021068263799
chr2L_6439104,chr2L_6439094,0.00149653642438
chr2L_6439107,chr2L_6439094,0.0343080349267
chr2L_6439110,chr2L_6439094,0.0244282279164
chr2L_6439111,chr2L_6439094,0.0125812338665
chr2L_6439117,chr2L_6439094,0.0132095888257
chr2L_6439120,chr2L_6439094,0.12466929853
chr2L_6439122,chr2L_6439094,0.0558054596186
chr2L_6439123,chr2L_6439094,0.0414721891284
chr2L_6439124,chr2L_6439094,0.0573370270431
chr2L_6439125,chr2L_6439094,0.030885213986
chr2L_6439126,chr2L_6439094,0.0115686403587
chr2L_6439127,chr2L_6439094,0.0536166243255
chr2L_6439131,chr2L_6439094,0.161859363317
chr2L_6439132,chr2L_6439094,0.0507362447679
chr2L_6439134,chr2L_6439094,0.0166398659348
chr2L_6439135,chr2L_6439094,0.54185628891
chr2L_6439140,chr2L_6439094,0.0444497764111
chr2L_6439141,chr2L_6439094,0.102239176631
chr2L_6439142,chr2L_6439094,0.0257149916142
chr2L_7346418,chr2L_7346462,0.00212773354724
chr2L_7346424,chr2L_7346462,0.132904857397
chr2L_7346426,chr2L_7346462,0.0117940269411
chr2L_7346427,chr2L_7346462,0.174116358161
chr2L_7346429,chr2L_7346462,0.0623625926673
chr2L_7346430,chr2L_7346462,0.0288307350129
chr2L_7346431,chr2L_7346462,0.0372910425067
chr2L_7346439,chr2L_7346462,0.32685136795
chr2L_7346440,chr2L_7346462,0.245034128428
chr2L_7346441,chr2L_7346462,0.0236725378782
chr2L_7346442,chr2L_7346462,0.0158268418163
chr2L_7346443,chr2L_7346462,0.0278506334871
chr2L_7346447,chr2L_7346462,0.745644927025
chr2L_7346449,chr2L_7346462,0.0187825672328
chr2L_7346450,chr2L_7346462,0.0528035052121
chr2L_7346451,chr2L_7346462,0.0694332793355
chr2L_7346455,chr2L_7346462,0.996425926685
chr2L_7346456,chr2L_7346462,0.130066677928
chr2L_7346459,chr2L_7346462,0.200961247087
chr2L_7346460,chr2L_7346462,0.394326090813
chr2L_7346463,chr2L_7346462,0.0526099950075
chr2L_7346471,chr2L_7346462,0.146307334304
chr2L_7346472,chr2L_7346462,0.0469039045274
chr2L_7346473,chr2L_7346462,0.0122916540131
chr2L_7346474,chr2L_7346462,0.0178401656449
chr2L_7346478,chr2L_7346462,0.0324284173548
chr2L_7346481,chr2L_7346462,0.285847455263
chr2L_7346482,chr2L_7346462,0.964514493942
chr2L_7346486,chr2L_7346462,0.0102670323104
chr2L_7346492,chr2L_7346462,0.0750595927238
chr2L_7346496,chr2L_7346462,0.0017315823352
chr2L_7346497,chr2L_7346462,0.021068263799
chr2L_7346499,chr2L_7346462,0.00149653642438
chr2L_7346502,chr2L_7346462,0.0343080349267
chr2L_7346505,chr2L_7346462,0.0244282279164
chr2L_7346506,chr2L_7346462,0.0125812338665
chr2L_7346512,chr2L_7346462,0.0132095888257
chr2L_7977373,chr2L_7977422,0.0983174741268
chr2L_7977374,chr2L_7977422,0.0205334052444
chr2L_7977375,chr2L_7977422,0.00837049353868
chr2L_7977377,chr2L_7977422,0.0139696141705
chr2L_7977381,chr2L_7977422,0.251616150141
chr2L_7977393,chr2L_7977422,0.00566023867577
chr2L_7977394,chr2L_7977422,0.148689612746
chr2L_7977398,chr2L_7977422,0.0219989791512
chr2L_7977399,chr2L_7977422,0.0143354060128
chr2L_7977405,chr2L_7977422,0.0168630871922
chr2L_7977410,chr2L_7977422,0.0090086935088
chr2L_7977416,chr2L_7977422,0.0120638851076
chr2L_7977422,chr2L_7977422,0.00779253151268
chr2L_7977423,chr2L_7977422,0.0182220544666
chr2L_7977428,chr2L_7977422,0.0620344206691
chr2L_7977430,chr2L_7977422,0.0580380298197
chr2L_7977434,chr2L_7977422,0.345254540443
chr2L_7977435,chr2L_7977422,0.0347398072481
chr2L_7977436,chr2L_7977422,0.0140638584271
chr2L_7977438,chr2L_7977422,0.0232885181904
chr2L_7977439,chr2L_7977422,0.189559012651
chr2L_7977441,chr2L_7977422,0.0189500115812
chr2L_7977442,chr2L_7977422,0.686570107937
chr2L_7977443,chr2L_7977422,0.0812890604138
chr2L_7977450,chr2L_7977422,0.0984731987119
chr2L_7977451,chr2L_7977422,0.102328620851
chr2L_7977452,chr2L_7977422,0.0437819585204
chr2L_7977455,chr2L_7977422,0.0471189841628
chr2L_7977464,chr2L_7977422,0.0134137263522
chr2L_7977465,chr2L_7977422,0.0241960566491
chr2L_7977466,chr2L_7977422,0.00751524977386
chr2L_7977467,chr2L_7977422,0.0176438428462
chr2L_7977470,chr2L_7977422,0.0789088308811
chr2L_7980453,chr2L_7980502,0.0420169830322
chr2L_7980455,chr2L_7980502,0.00465923035517
chr2L_7980456,chr2L_7980502,0.114770486951
chr2L_7980458,chr2L_7980502,0.155764237046
chr2L_7980470,chr2L_7980502,0.0145696280524
chr2L_7980473,chr2L_7980502,0.0151331312954
chr2L_7980474,chr2L_7980502,0.525955021381
chr2L_7980476,chr2L_7980502,0.0835576206446
chr2L_7980481,chr2L_7980502,0.0114492271096
chr2L_7980484,chr2L_7980502,0.0336054228246
chr2L_7980489,chr2L_7980502,0.0189785882831
chr2L_7980490,chr2L_7980502,0.0292794983834
chr2L_7980491,chr2L_7980502,0.00351879559457
chr2L_7980495,chr2L_7980502,0.0403085127473
chr2L_7980500,chr2L_7980502,0.0370176322758
chr2L_7980501,chr2L_7980502,0.0726465955377
chr2L_7980502,chr2L_7980502,0.0305358022451
chr2L_7980505,chr2L_7980502,0.0247559696436
chr2L_7980509,chr2L_7980502,0.0179272573441
chr2L_7980511,chr2L_7980502,0.198532894254
chr2L_7980513,chr2L_7980502,0.0335464403033
chr2L_7980515,chr2L_7980502,0.013786544092
chr2L_7980518,chr2L_7980502,0.137484371662
chr2L_7980519,chr2L_7980502,0.0787363126874
chr2L_7980520,chr2L_7980502,0.0105287283659
chr2L_7980521,chr2L_7980502,0.0338438004255
chr2L_7980525,chr2L_7980502,0.0492435768247
chr2L_7980528,chr2L_7980502,0.041623942554
chr2L_7980531,chr2L_7980502,0.0999487638474
chr2L_7980539,chr2L_7980502,0.0682613179088
chr2L_7980540,chr2L_7980502,0.130993530154
chr2L_7980541,chr2L_7980502,0.0133430399001
chr2L_7980542,chr2L_7980502,0.0162476561964
chr2L_7980543,chr2L_7980502,0.0112723540515
chr2L_7980544,chr2L_7980502,0.382333010435
chr2L_7980545,chr2L_7980502,0.0604811087251
chr2L_7980548,chr2L_7980502,0.225344464183
chr2L_7980551,chr2L_7980502,0.141473382711
chr2L_7980552,chr2L_7980502,0.225115969777
chr2L_8456486,chr2L_8456533,0.141151785851
chr2L_8456487,chr2L_8456533,0.0286873001605
chr2L_8456488,chr2L_8456533,0.0158554259688
chr2L_8456489,chr2L_8456533,0.0283462870866
chr2L_8456490,chr2L_8456533,0.146817594767
chr2L_8456493,chr2L_8456533,0.0994012206793
chr2L_8456494,chr2L_8456533,0.464147597551
chr2L_8456498,chr2L_8456533,0.0134458839893
chr2L_8456501,chr2L_8456533,0.0157343037426
chr2L_8456506,chr2L_8456533,0.0100724268705
chr2L_8456507,chr2L_8456533,0.0228805430233
chr2L_8456509,chr2L_8456533,0.0357983447611
chr2L_8456510,chr2L_8456533,0.0388954393566
chr2L_8456513,chr2L_8456533,0.0634233951569
chr2L_8456516,chr2L_8456533,0.428218483925
chr2L_8456517,chr2L_8456533,0.0721049010754
chr2L_8456520,chr2L_8456533,0.0124764917418
chr2L_8456526,chr2L_8456533,0.0485644564033
chr2L_8456528,chr2L_8456533,0.0165988206863
chr2L_8456532,chr2L_8456533,0.119455993176
chr2L_8456535,chr2L_8456533,0.95669567585
chr2L_8456539,chr2L_8456533,0.468384176493
chr2L_8456540,chr2L_8456533,0.0604873336852
chr2L_8456543,chr2L_8456533,0.519733190536
chr2L_8456548,chr2L_8456533,0.153517916799
chr2L_8456553,chr2L_8456533,0.0224327929318
chr2L_8456560,chr2L_8456533,0.0195151269436
chr2L_8456562,chr2L_8456533,0.00770291499794
chr2L_8456563,chr2L_8456533,0.200195223093
chr2L_8456565,chr2L_8456533,0.00996892340481
chr2L_8456566,chr2L_8456533,0.448955506086
chr2L_8456570,chr2L_8456533,0.0332092270255
chr2L_8456571,chr2L_8456533,0.104382157326
chr2L_8456573,chr2L_8456533,0.00242838053964
chr2L_8456574,chr2L_8456533,0.145838245749
chr2L_8456575,chr2L_8456533,0.00175269856118
chr2L_8456578,chr2L_8456533,0.0377360396087
chr2L_8456579,chr2L_8456533,0.0674746111035
chr2L_8456581,chr2L_8456533,0.00655303662643
chr2L_8456582,chr2L_8456533,0.107828035951
chr2L_8458455,chr2L_8458504,0.00534224510193
chr2L_8458460,chr2L_8458504,0.0259621795267
chr2L_8458471,chr2L_8458504,0.177562683821
chr2L_8458474,chr2L_8458504,0.59914457798
chr2L_8458479,chr2L_8458504,0.15008340776
chr2L_8458486,chr2L_8458504,0.9993237257
chr2L_8458490,chr2L_8458504,0.146066486835
chr2L_8458497,chr2L_8458504,0.0167817529291
chr2L_8458498,chr2L_8458504,0.0999156981707
chr2L_8458504,chr2L_8458504,0.087664090097
chr2L_8458508,chr2L_8458504,0.0355402454734
chr2L_8458509,chr2L_8458504,0.15022470057
chr2L_8458513,chr2L_8458504,0.172929897904
chr2L_8458514,chr2L_8458504,0.0210057385266
chr2L_8458517,chr2L_8458504,0.512430071831
chr2L_8458518,chr2L_8458504,0.0759875997901
chr2L_8458519,chr2L_8458504,0.00942389387637
chr2L_8458521,chr2L_8458504,0.0274653527886
chr2L_8458524,chr2L_8458504,0.0250002648681
chr2L_8458528,chr2L_8458504,0.0550608709455
chr2L_8458529,chr2L_8458504,0.0481179617345
chr2L_8458530,chr2L_8458504,0.0152233168483
chr2L_8458535,chr2L_8458504,0.0619985796511
chr2L_8458537,chr2L_8458504,0.0293113235384
chr2L_8458538,chr2L_8458504,0.0455901548266
chr2L_8458545,chr2L_8458504,0.244741469622
chr2L_8458547,chr2L_8458504,0.0408577658236
chr2L_8458550,chr2L_8458504,0.00575216021389
chr2L_8459071,chr2L_8459121,0.118671707809
chr2L_8459072,chr2L_8459121,0.191502019763
chr2L_8459075,chr2L_8459121,0.186835005879
chr2L_8459077,chr2L_8459121,0.0563814453781
chr2L_8459081,chr2L_8459121,0.554700434208
chr2L_8459083,chr2L_8459121,0.00924222543836
chr2L_8459089,chr2L_8459121,0.0485785230994
chr2L_8459090,chr2L_8459121,0.0853399261832
chr2L_8459096,chr2L_8459121,0.0220139939338
chr2L_8459097,chr2L_8459121,0.0260258167982
chr2L_8459099,chr2L_8459121,0.0105995731428
chr2L_8459104,chr2L_8459121,0.0803052634001
chr2L_8459105,chr2L_8459121,0.0137574253604
chr2L_8459108,chr2L_8459121,0.00610498199239
chr2L_8459111,chr2L_8459121,0.00218913261779
chr2L_8459116,chr2L_8459121,0.0553680770099
chr2L_8459117,chr2L_8459121,0.0706082805991
chr2L_8459134,chr2L_8459121,0.00588299799711
chr2L_8459135,chr2L_8459121,0.401862353086
chr2L_8459142,chr2L_8459121,0.036027032882
chr2L_8459143,chr2L_8459121,0.231252536178
chr2L_8459150,chr2L_8459121,0.666334629059
chr2L_8459155,chr2L_8459121,0.144249156117
chr2L_8459158,chr2L_8459121,0.231675893068
chr2L_8459162,chr2L_8459121,0.0193250048906
chr2L_8459163,chr2L_8459121,0.0190299432725
chr2L_8459164,chr2L_8459121,0.00339025980793
chr2L_8459166,chr2L_8459121,0.994671165943
chr2L_8459168,chr2L_8459121,0.0162142235786
chr2L_8459170,chr2L_8459121,0.00628009811044
chr2L_8459622,chr2L_8459671,0.0598417110741
chr2L_8459626,chr2L_8459671,0.0106709804386
chr2L_8459627,chr2L_8459671,0.023584542796
chr2L_8459633,chr2L_8459671,0.00506218336523
chr2L_8459634,chr2L_8459671,0.0219991132617
chr2L_8459638,chr2L_8459671,0.0199665650725
chr2L_8459641,chr2L_8459671,0.0173500124365
chr2L_8459642,chr2L_8459671,0.0768974125385
chr2L_8459643,chr2L_8459671,0.665262520313
chr2L_8459645,chr2L_8459671,0.0160384308547
chr2L_8459647,chr2L_8459671,0.00414672214538
chr2L_8459648,chr2L_8459671,0.0582363493741
chr2L_8459650,chr2L_8459671,0.0136940563098
chr2L_8459651,chr2L_8459671,0.362937122583
chr2L_8459653,chr2L_8459671,0.0559249594808
chr2L_8459655,chr2L_8459671,0.0186854079366
chr2L_8459656,chr2L_8459671,0.252548187971
chr2L_8459658,chr2L_8459671,0.0739375129342
chr2L_8459663,chr2L_8459671,0.00674501480535
chr2L_8459664,chr2L_8459671,0.053742416203
chr2L_8459669,chr2L_8459671,0.0073348749429
chr2L_8459670,chr2L_8459671,0.0138149773702
chr2L_8459675,chr2L_8459671,0.00768278213218
chr2L_8459677,chr2L_8459671,0.0286959223449
chr2L_8459678,chr2L_8459671,0.0509849861264
chr2L_8459681,chr2L_8459671,0.171219244599
chr2L_8459685,chr2L_8459671,0.019855517894
